county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Other Primary Care Provider Ratio (str),Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,mmr_dose_variance,mmr_doses_0_24_months,mmr_doses_2_8_years,mmr_doses_9_17_years,live_births,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator,pop_tertiles,rural_pop_quartiles,%_pop_youth_imputed,%_pop_youth_imputed_yes_no,imr_imputed,imr_imputed_yes_no,live_births_imputed,live_births_imputed_yes_no,pop_0_24mos,mmr_coverage_0_24_months,mmr_doses_<18yrs,mmr_coverage_<18yrs,#_pop_youth_imputed,mmr_dose_rate_0_24_months,mmr_dose_rate_<18yrs
Bailey,7.9329608939,2.0,29.86412,38.0,24.7,,384,19.248120301,710,10.2,,102.41405,976:1,47375,85.78908003,6835,49.656181419,28.750872296,2023,,,0.0,90.5,137.0,16.0,,0.1143,0.1758,0.0766,0.8,Very High Vulnerability,0.96,Very High Concern,976.0,1.0,small,urban,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.05937372142202034,243.5,0.0015037860701086702,161924.62800403757,5.937372142202034,0.15037860701086703
Bandera,8.0,5.0,20.9547,45.0,19.4,,546,13.694507148,3400,14.9,,69.55715000000001,1438:1,69051,51.484751204,21565,50.081150012,100.0,2023,,,0.0,120.0,157.0,17.5,,0.1146,0.174,0.0756,0.51,Moderate Vulnerability,0.77,High Concern,1438.0,1.0,medium,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.07872758641593856,294.5,0.0005764497398709633,510885.8233953285,7.872758641593856,0.057644973987096323
Bastrop,7.604262597,24.0,26.20059,45.0,18.1,4.3982407037,3516,14.742138365,10440,12.0,42.292319466,47.03208,2126:1,72809,72.02498763,102058,48.828117345,63.85244907,2023,,,0.0,1122.0,1305.0,139.5,,0.124,0.188,0.0827,0.75,High Vulnerability,0.85,Very High Concern,2126.0,1.0,large,rural,23.690508852090353,1.0,4.3982407037,0.0,1533.4742547425474,1.0,1526.7296658572627,0.7349041713746972,2566.5,0.0010614995787499512,2417805.952426637,73.49041713746972,0.10614995787499512
Baylor,9.6551724138,5.0,142.12621,35.0,25.2,,106,12.942612943,560,15.7,30.43688815,115.0417,869:1,45408,57.32689211,3477,50.589588726,100.0,2023,,,0.0,35.5,42.0,0.0,,0.1293,0.1898,0.087,0.16,Very Low Vulnerability,0.78,High Concern,869.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.023290244314715162,77.5,0.0009408548385872064,82371.89927871816,2.3290244314715163,0.09408548385872063
Bee,9.736632083,5.0,15.37846,37.0,30.9,7.9904115062,610,9.0450771056,5500,16.9,66.47505981,71.14215,1406:1,45431,80.309339679,30924,38.701332299,42.97730768,2023,,,0.0,171.0,202.0,15.0,,0.1183,0.18,0.0772,0.97,Very High Vulnerability,0.99,Very High Concern,1406.0,1.0,medium,urban,23.690508852090353,1.0,7.9904115062,0.0,1533.4742547425474,1.0,1521.2211644129911,0.11240969032006959,388.0,0.0005296167011828683,732605.2957420421,11.240969032006959,0.05296167011828683
Bell,8.7076951725,287.0,77.58287,36.0,19.7,6.5978802555,8956,8.7289597567,53820,15.1,45.673583546,197.0407,508:1,58878,54.207645538,379617,50.026210628,15.186229794,2023,,,0.0,3424.0,4048.0,309.0,,0.1244,0.1993,0.0815,0.81,Very High Vulnerability,0.83,Very High Concern,508.0,1.0,large,very urban,23.690508852090353,1.0,6.5978802555,0.0,1533.4742547425474,1.0,1523.3565752348638,2.247668113732403,7781.0,0.0008651977342592108,8993319.898903983,224.7668113732403,0.08651977342592108
Bexar,8.8493981011,1505.0,74.25414,43.0,20.8,6.1205886183,51184,9.8073179331,288320,14.6,42.305089999,127.30274,786:1,63014,61.540029941,2028236,50.399509722,4.5390847652,2023,,,0.0,17661.0,23286.0,3537.0,,0.1005,0.1587,0.0641,0.83,Very High Vulnerability,0.87,Very High Concern,786.0,1.0,large,very urban,23.690508852090353,1.0,6.1205886183,0.0,1533.4742547425474,1.0,1524.088489672514,11.587909835730652,44484.0,0.00092578673987918,48049942.91212833,1158.7909835730652,0.092578673987918
Blanco,6.3271604938,6.0,48.903740000000006,48.0,14.2,,427,19.139399372,1510,12.9,,50.479560000000006,1981:1,69247,39.323076923,11886,49.957933704,100.0,2023,,,0.0,54.5,78.5,7.5,,0.1008,0.1475,0.0669,0.28,Low Vulnerability,0.68,High Concern,1981.0,1.0,medium,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.03575544549723877,140.5,0.0004989605493742861,281585.3882159459,3.575544549723877,0.04989605493742861
Borden,,0.0,0.0,28.0,12.0,,22,14.285714286,80,11.7,,0.0,617:0,69744,37.229437229,617,47.649918963,100.0,2023,,,0.0,5.0,17.5,2.5,,0.1235,0.1873,0.0822,0.06,Very Low Vulnerability,0.72,High Concern,617.0,0.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.003280316100664107,25.0,0.0017103321345572839,14617.043961739748,0.3280316100664107,0.1710332134557284
Bosque,6.0392156863,11.0,59.13025,34.0,19.8,,586,14.779319042,2850,15.5,25.971333562,48.64076,2056:1,56041,65.77977896,18503,50.386423823,81.215681968,2023,,,0.0,124.0,156.0,5.0,,0.1248,0.188,0.085,0.62,High Vulnerability,0.89,Very High Concern,2056.0,1.0,medium,rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.08135183929646986,285.0,0.0006501720892854684,438345.4852902278,8.135183929646987,0.06501720892854684
Bowie,10.533448318,63.0,67.39336999999999,45.0,23.6,9.200968523,2094,9.4375338021,14990,16.0,45.176024658,199.82502,500:1,52934,60.724991673,92581,49.448590964,35.424836601,2023,,,0.0,573.0,858.0,61.5,,0.1356,0.2056,0.0926,0.85,Very High Vulnerability,0.86,Very High Concern,500.0,1.0,large,urban,23.690508852090353,1.0,9.200968523,0.0,1533.4742547425474,1.0,1519.3648063938303,0.3771312838027356,1492.5,0.0006804842585757778,2193291.000035377,37.71312838027356,0.06804842585757778
Brazoria,8.2835415535,244.0,64.12312,47.0,11.8,4.6175704475,8777,8.4860966083,42840,11.6,45.420277373,73.74455999999999,1356:1,82165,51.388176589,379689,49.30851302,22.52862699,2023,,,0.0,3856.0,4574.0,346.0,,0.1074,0.1608,0.071,0.51,Moderate Vulnerability,0.69,High Concern,1356.0,1.0,large,very urban,23.690508852090353,1.0,4.6175704475,0.0,1533.4742547425474,1.0,1526.393329341846,2.5262164907800266,8776.0,0.0009756503622221033,8995025.615541333,252.62164907800266,0.09756503622221033
Brazos,7.8270905466,203.0,87.29118,56.0,23.5,5.0300767476,5029,10.208058459,34030,15.0,38.333795888,77.20477,1295:1,50494,57.559210109,237032,49.707212528,12.063576784,2023,,,0.0,1861.0,2435.0,257.5,,0.1055,0.1682,0.0691,0.65,High Vulnerability,0.81,Very High Concern,1295.0,1.0,large,very urban,23.690508852090353,1.0,5.0300767476,0.0,1533.4742547425474,1.0,1525.7607615507236,1.2197193995922089,4553.5,0.0008108937831506239,5615408.694228681,121.97193995922089,0.0810893783150624
Brewster,5.5467511886,9.0,97.43423,13.0,20.8,,273,15.61784897,1460,15.8,,95.2381,1050:1,51197,56.625441696,9450,48.497354497,34.867850953,2023,,,0.0,37.5,59.5,2.5,,0.1166,0.1765,0.0789,0.66,High Vulnerability,0.84,Very High Concern,1050.0,1.0,medium,urban,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.024602370754980802,99.5,0.0004444438316980888,223875.30865225385,2.46023707549808,0.04444438316980888
Briscoe,,1.0,67.2495,34.0,24.3,,61,19.365079365,210,15.4,,71.27584,1403:1,49905,52.480417755,1403,48.966500356,100.0,2023,,,0.0,22.5,20.0,0.0,,0.1241,0.1883,0.0824,0.46,Moderate Vulnerability,0.95,Very High Concern,1403.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.014761422452988482,42.5,0.0012786652715161332,33237.78391948277,1.4761422452988482,0.1278665271516133
Brooks,8.4432717678,,,39.0,45.6,,181,9.4516971279,1700,23.9,,14.29797,6994:1,33460,85.883171071,6994,48.827566486,31.759656652,2023,,,0.0,77.5,88.0,10.0,,0.0992,0.1603,0.0642,1.0,Very High Vulnerability,0.99,Very High Concern,6994.0,1.0,small,urban,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.05084489956029366,175.5,0.0010591978821408844,165691.41891151993,5.0844899560293655,0.10591978821408844
Brown,8.3661065427,21.0,55.80209,43.0,22.3,7.5839653304,783,9.7740606666,5680,15.0,52.518803697,91.64223,1091:1,48803,58.127235962,38192,50.201612903,40.40046187,2023,,,0.0,274.0,417.0,27.5,,0.1278,0.1901,0.086,0.63,High Vulnerability,0.72,High Concern,1091.0,1.0,large,urban,23.690508852090353,1.0,7.5839653304,0.0,1533.4742547425474,1.0,1521.844439159519,0.18004468324720768,718.5,0.0007941087505919512,904787.9140790348,18.00446832472077,0.07941087505919511
Burleson,9.2682926829,7.0,37.80923,46.0,20.7,,519,12.714355708,2440,13.4,27.821782098,49.85873,2006:1,57469,60.883977901,18051,50.39056008,76.65677547,2023,,,0.0,166.0,237.0,22.5,,0.1225,0.1864,0.0827,0.61,High Vulnerability,0.83,Very High Concern,2006.0,1.0,medium,rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.10890649454204836,425.5,0.0009950018978401077,427637.375289083,10.890649454204835,0.09950018978401078
Burnet,7.132374523,21.0,42.29352,50.0,16.3,,1612,15.097873935,5760,12.1,70.950903274,76.53962,1307:1,72510,60.967831392,50954,50.716332378,55.67251462,2023,,,0.0,369.0,424.0,44.5,,0.1264,0.1929,0.0847,0.53,Moderate Vulnerability,0.7,High Concern,1307.0,1.0,large,rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.2420873282290111,837.5,0.0006937965626885382,1207126.1880494119,24.208732822901112,0.06937965626885383
Caldwell,8.7528459398,11.0,25.011940000000003,44.0,19.4,5.6038105912,1460,14.218932606,5930,13.9,39.033710301,42.74326,2340:1,60063,77.938767796,46791,49.141929003,42.292334367,2023,,,0.0,536.0,576.0,55.0,,0.124,0.188,0.0827,0.87,Very High Vulnerability,0.97,Very High Concern,2340.0,1.0,large,urban,23.690508852090353,1.0,5.6038105912,0.0,1533.4742547425474,1.0,1524.8809554724885,0.35150284884626876,1167.0,0.0010527715499429311,1108502.5996981596,35.15028488462688,0.10527715499429312
Calhoun,7.0351758794,10.0,47.61678,37.0,22.1,,704,13.606494009,2580,12.0,39.015376493,81.10711,1233:1,70662,59.27737028,19727,48.299285244,44.731303494,2023,,,0.0,200.5,264.0,18.5,,0.1065,0.1663,0.0699,0.86,Very High Vulnerability,0.88,Very High Concern,1233.0,1.0,medium,urban,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.1315406756366307,483.0,0.0010335028940062871,467342.6681251864,13.15406756366307,0.10335028940062871
Callahan,11.451135242,2.0,14.17434,41.0,19.1,,373,12.036140691,1940,13.9,,63.76196,1568:1,56708,49.699398798,14115,50.442791357,72.179562906,2023,,,0.0,132.0,135.5,10.0,,0.1278,0.1901,0.086,0.3,Low Vulnerability,0.8,High Concern,1568.0,1.0,medium,rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.08660034505753243,277.5,0.0008298655111542664,334391.53244725533,8.660034505753243,0.08298655111542665
Cameron,8.3524870983,219.0,51.62903,44.0,32.6,5.0383674846,16733,13.312594973,75390,17.9,80.079373763,88.8828,1125:1,46436,85.421696284,423029,50.809518969,8.4208064596,2023,,,0.0,5383.0,6954.0,11759.0,,0.105,0.1701,0.0683,0.98,Very High Vulnerability,0.98,Very High Concern,1125.0,1.0,large,very urban,23.690508852090353,1.0,5.0383674846,0.0,1533.4742547425474,1.0,1525.7480479189812,3.528105447909341,24096.0,0.002404365151468893,10021772.26919093,352.8105447909341,0.2404365151468893
Camp,6.6396761134,12.0,91.88361,38.0,26.0,,463,13.541971337,2160,16.7,26.539211383,47.55866,2103:1,51024,78.355347252,12616,51.077996195,61.478912991,2023,,,0.0,130.0,160.0,15.0,,0.1285,0.1874,0.0874,0.9,Very High Vulnerability,0.98,Very High Concern,2103.0,1.0,medium,rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.08528821861726678,305.0,0.0010204782902398938,298879.4596779719,8.528821861726678,0.10204782902398937
Carson,5.540166205,,,52.0,13.0,,212,14.887640449,660,11.0,,174.03411,575:1,66548,34.605597964,5746,49.808562478,95.195729537,2023,,,0.0,43.5,49.0,5.0,,0.1241,0.1883,0.0824,0.03,Very Low Vulnerability,0.6,High Concern,575.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.028538750075777733,97.5,0.000716249950467315,136125.66386411118,2.8538750075777735,0.07162499504673149
Cass,8.8337684943,7.0,23.42783,42.0,29.9,,741,11.026785714,5230,17.4,30.386327196,59.523810000000005,1680:1,42896,61.835205993,28560,51.37605042,74.011948529,2023,,,0.0,175.0,241.0,22.5,,0.1356,0.2056,0.0926,0.78,High Vulnerability,0.98,Very High Concern,1680.0,1.0,medium,rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.11481106352324374,438.5,0.000648092514704592,676600.9328157005,11.481106352324375,0.0648092514704592
Castro,7.874015748,2.0,27.04164,28.0,21.0,,401,18.607888631,820,10.9,,54.24464,1844:1,62236,63.929440389,7374,48.630322756,45.757876457,2023,,,0.0,106.5,111.5,19.5,,0.1241,0.1883,0.0824,0.78,High Vulnerability,0.99,Very High Concern,1844.0,1.0,small,urban,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.06987073294414547,237.5,0.001359521536033024,174693.81227531427,6.9870732944145475,0.1359521536033024
Chambers,7.5555555556,7.0,15.35424,36.0,12.7,,1420,10.525535542,6170,14.5,15.136777295,53.207820000000005,1879:1,89767,34.471023922,48865,49.444387598,45.720310007,2023,,,0.0,534.0,726.0,41.5,,0.1377,0.2028,0.0929,0.41,Moderate Vulnerability,0.79,High Concern,1879.0,1.0,large,urban,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.3503377595509266,1301.5,0.0011242732569478604,1157636.7150573952,35.03377595509266,0.11242732569478604
Cherokee,7.6804619827,22.0,41.60757,44.0,25.1,8.3349486335,2107,15.681750521,7630,14.6,38.547949571,60.66891999999999,1648:1,48664,66.013254924,51097,48.456856567,63.048480677,2023,,,0.0,501.0,667.0,24.5,,0.1282,0.1918,0.0871,0.92,Very High Vulnerability,0.94,Very High Concern,1648.0,1.0,large,rural,23.690508852090353,1.0,8.3349486335,0.0,1533.4742547425474,1.0,1520.6928255984735,0.3294550954449528,1192.5,0.0009851187744670325,1210513.9308152609,32.94550954449528,0.09851187744670326
Childress,8.8531187123,10.0,139.9972,29.0,24.0,,182,13.197969543,990,13.7,,133.61045,748:1,42758,63.791374122,6736,38.331353919,33.148700469,2023,,,0.0,48.0,62.5,5.0,,0.1241,0.1883,0.0824,0.75,High Vulnerability,0.92,Very High Concern,748.0,1.0,small,urban,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.03149103456637543,115.5,0.0007237782308255523,159579.26762768062,3.1491034566375427,0.07237782308255522
Clay,5.0083472454,4.0,37.91469,49.0,15.1,,284,13.264829519,1580,15.1,,48.7187,2053:1,60973,48.068669528,10263,49.741790899,74.600074405,2023,,,0.0,75.0,84.5,7.5,,0.1293,0.1898,0.087,0.32,Low Vulnerability,0.68,High Concern,2053.0,1.0,medium,rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.049204741509961604,167.0,0.0006868592528993392,243135.6923490033,4.92047415099616,0.06868592528993392
Cochran,6.8965517241,1.0,34.51847,25.0,31.4,,156,20.526315789,540,19.0,,79.49126,1258:1,42274,71.10799439,2516,49.682034976,100.0,2023,,,0.0,27.5,42.5,5.0,,0.1143,0.1758,0.0766,0.86,Very High Vulnerability,0.99,Very High Concern,1258.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.018041738553652587,75.0,0.0012582769400101479,59605.32027185933,1.8041738553652586,0.1258276940010148
Coke,6.9387755102,,,51.0,22.4,,129,18.117977528,510,15.5,,0.0,3321:0,46767,56.910569106,3321,51.099066546,100.0,2023,,,0.0,27.5,33.5,2.5,,0.1235,0.1873,0.0822,0.62,High Vulnerability,0.91,Very High Concern,3321.0,0.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.018041738553652587,63.5,0.0008071057857980982,78676.17989779207,1.8041738553652586,0.08071057857980982
Coleman,10.093457944,5.0,61.72839999999999,26.0,31.8,,204,12.049616066,1370,16.6,39.690527228,64.64124,1547:1,42253,66.587490103,7735,49.437621202,51.545812254,2023,,,0.0,60.0,45.5,5.0,,0.1278,0.1901,0.086,0.42,Moderate Vulnerability,0.94,Very High Concern,1547.0,1.0,small,urban,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.03936379320796928,110.5,0.0006030142440124823,183246.08597091888,3.936379320796928,0.060301424401248235
Collin,7.4898187284,1050.0,97.94146,59.0,7.9,4.3124346118,23811,8.1150717239,109310,10.9,30.992999793,88.78177,1126:1,102119,26.420675929,1109462,50.360805508,5.2427266371,2023,,,0.0,8045.0,10577.0,1613.0,,0.083,0.1234,0.0542,0.15,Very Low Vulnerability,0.49,Moderate Concern,1126.0,1.0,large,very urban,23.690508852090353,1.0,4.3124346118,0.0,1533.4742547425474,1.0,1526.8612472900913,5.268979099625753,20235.0,0.0007698682117381944,26283719.332057867,526.8979099625753,0.07698682117381944
Collingsworth,7.7981651376,1.0,34.75843,12.0,27.1,,173,22.496749025,450,15.4,,152.96367,654:1,45734,65.498154982,2615,51.510516252,100.0,2023,,,0.0,25.0,33.5,0.0,,0.1241,0.1883,0.0824,0.89,Very High Vulnerability,0.98,Very High Concern,654.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.016401580503320537,58.5,0.0009442995522872334,61950.68064821627,1.6401580503320536,0.09442995522872334
Colorado,8.5201793722,10.0,46.27487,43.0,21.8,,813,15.64665127,2390,11.2,15.797765604,38.77848,2579:1,62004,62.854686156,20630,49.738245274,62.613777906,2023,,,0.0,229.0,269.0,46.5,,0.1114,0.1704,0.0738,0.68,High Vulnerability,0.93,Very High Concern,2579.0,1.0,medium,rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.1502384774104161,544.5,0.0011141002380288785,488735.19761862396,15.02384774104161,0.11141002380288785
Comal,7.6377372397,108.0,65.52920999999999,48.0,9.6,5.9625982474,3699,9.5593745962,17960,12.1,45.822563984,86.29262,1159:1,93487,34.783243855,174986,50.198873053,46.145549082,2023,,,0.0,1481.0,1614.0,91.5,,0.0937,0.1369,0.0619,0.24,Low Vulnerability,0.64,High Concern,1159.0,1.0,large,urban,23.690508852090353,1.0,5.9625982474,0.0,1533.4742547425474,1.0,1524.3307638387864,0.9715739097663655,3186.5,0.0007686634484941896,4145507.3819918823,97.15739097663655,0.07686634484941897
Comanche,6.8093385214,7.0,50.90909,29.0,24.7,,443,14.090330789,1970,14.5,,65.33575,1531:1,49076,65.346956152,13775,49.793103448,71.461285244,2023,,,0.0,148.0,160.0,7.5,,0.1278,0.1901,0.086,0.73,High Vulnerability,0.92,Very High Concern,1531.0,1.0,medium,rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.09709735657965757,315.5,0.0009667927099103937,326336.7594375446,9.709735657965757,0.09667927099103937
Concho,7.9545454545,1.0,35.37319,42.0,25.6,,89,16.920152091,420,13.8,,59.86232,1671:1,48563,65.274725275,3341,45.794672254,100.0,2023,,,0.0,17.5,28.5,0.0,,0.1235,0.1873,0.0822,0.43,Moderate Vulnerability,0.96,Very High Concern,1671.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.011481106352324374,46.0,0.000581175057084763,79149.99007483387,1.1481106352324375,0.0581175057084763
Cooke,6.1497326203,13.0,31.40628,45.0,19.3,,1527,15.597548519,5980,14.8,60.594965393,75.7504,1320:1,58060,53.226044589,42244,50.246188808,59.03426386,2023,,,0.0,389.0,554.0,44.0,,0.1317,0.1945,0.0881,0.62,High Vulnerability,0.85,Very High Concern,1320.0,1.0,large,rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.2552085926316675,987.0,0.0009862289110600892,1000781.8559477049,25.520859263166752,0.09862289110600891
Coryell,8.6995117621,13.0,16.94098,29.0,17.9,7.1075401731,1475,8.5161662818,11480,15.2,36.323802793,55.79827,1792:1,59718,57.453682337,84232,50.010684775,19.423515679,2023,,,0.0,549.0,634.0,23.5,,0.1264,0.1929,0.0847,0.78,High Vulnerability,0.82,Very High Concern,1792.0,1.0,large,very urban,23.690508852090353,1.0,7.1075401731,0.0,1533.4742547425474,1.0,1522.57502487255,0.360573364879642,1206.5,0.0006046106940126579,1995498.9416292747,36.0573364879642,0.06046106940126579
Cottle,,0.0,0.0,23.0,34.0,,45,14.657980456,320,19.5,,0.0,1381:0,44590,66.120218579,1381,51.556842867,100.0,2023,,,0.0,10.0,15.0,0.0,,0.1293,0.1898,0.087,0.94,Very High Vulnerability,1.0,Very High Concern,1381.0,0.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.006560632201328214,25.0,0.0007641382527312412,32716.592724736776,0.6560632201328214,0.07641382527312413
Crane,8.9820359281,2.0,41.97272,14.0,17.9,,290,20.265548567,490,10.4,,21.36752,4680:1,63555,54.959053685,4680,49.081196581,10.697142857,2023,,,0.0,43.5,103.0,20.5,,0.1166,0.1765,0.0789,0.47,Moderate Vulnerability,0.93,Very High Concern,4680.0,1.0,small,very urban,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.028538750075777733,167.0,0.0015062471180568205,110871.58142778285,2.8538750075777735,0.15062471180568204
Crockett,9.1194968553,2.0,56.9314,18.0,22.0,,186,20.43956044,490,14.5,,32.59452,3068:1,53159,53.141361257,3068,49.380704042,22.748050551,2023,,,0.0,30.0,53.5,12.5,,0.1235,0.1873,0.0822,0.69,High Vulnerability,0.9,Very High Concern,3068.0,1.0,small,very urban,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.01968189660398464,96.0,0.0013208134679804045,72682.48115821321,1.968189660398464,0.13208134679804046
Crosby,9.3808630394,2.0,35.92599,47.0,36.7,,202,14.03752606,910,15.8,20.604944832,58.75441,1702:1,42728,81.048387097,5106,49.490795143,100.0,2023,,,0.0,60.0,53.5,5.0,,0.1143,0.1758,0.0766,0.94,Very High Vulnerability,0.99,Very High Concern,1702.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.03936379320796928,118.5,0.0009796324234397848,120963.73819877334,3.936379320796928,0.09796324234397848
Culberson,7.5471698113,1.0,46.53327,18.0,29.9,,111,22.334004024,430,19.8,,91.19927,1097:1,48217,81.65374677,2193,49.110807114,100.0,2023,,,0.0,25.0,22.5,2.5,,0.1166,0.1765,0.0789,1.0,Very High Vulnerability,1.0,Very High Concern,1097.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.016401580503320537,50.0,0.0009624030342196481,51953.28591263414,1.6401580503320536,0.09624030342196481
Dallam,6.300630063,5.0,68.74742,30.0,16.4,,605,25.145469659,870,12.0,,153.37422999999998,652:1,70895,56.213017751,7172,47.113775795,23.541697747,2023,,,0.0,47.0,104.5,18.0,,0.1241,0.1883,0.0824,0.55,Moderate Vulnerability,0.92,Very High Concern,652.0,1.0,small,very urban,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.030834971346242607,169.5,0.0009975967659241638,169908.329487192,3.0834971346242606,0.09975967659241639
Dallas,8.5008850863,1879.0,71.28527,55.0,20.3,6.3617250733,80404,11.775681498,373560,14.2,51.732681667,137.93237,725:1,63549,73.393637195,2586050,50.418708068,0.6883041916,2023,,,0.0,23450.0,33208.0,6937.0,,0.1078,0.1697,0.0704,0.75,High Vulnerability,0.83,Very High Concern,725.0,1.0,large,very urban,23.690508852090353,1.0,6.3617250733,0.0,1533.4742547425474,1.0,1523.7187131268918,15.389979658303991,63595.0,0.0010380342063603437,61264840.41694826,1538.9979658303992,0.10380342063603437
Dawson,10.579937304,5.0,38.53862,32.0,27.8,,421,12.623688156,2330,18.1,18.853243491,48.33642,2069:1,43627,72.663066057,12413,44.292274229,16.294368539,2023,,,0.0,116.0,130.5,7.5,,0.1235,0.1873,0.0822,0.95,Very High Vulnerability,1.0,Very High Concern,2069.0,1.0,medium,very urban,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.07610333353540728,254.0,0.000863739084712957,294070.28638099757,7.610333353540728,0.0863739084712957
DeWitt,8.371559633,11.0,54.52563000000001,39.0,25.0,,545,11.878814298,3150,15.6,34.693494826,60.24701,1660:1,54279,63.260566651,19918,46.937443518,49.624322038,2023,,,0.0,147.0,194.0,17.5,,0.1134,0.1709,0.0762,0.82,Very High Vulnerability,0.97,Very High Concern,1660.0,1.0,medium,urban,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.09644129335952474,358.5,0.0007597470857261395,471867.55531593564,9.644129335952474,0.07597470857261394
Deaf Smith,6.9341474051,2.0,10.94271,34.0,24.1,,970,16.898954704,2000,10.8,,103.66087,965:1,50967,76.957605985,18329,49.811773692,17.711129465,2023,,,0.0,263.0,344.0,57.5,,0.1241,0.1883,0.0824,0.84,Very High Vulnerability,0.9,Very High Concern,965.0,1.0,medium,very urban,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.17254462689493202,664.5,0.0015303184876556612,434223.3367499641,17.254462689493202,0.1530318487655661
Delta,6.2231759657,1.0,18.69508,40.0,23.3,,172,13.607594937,870,16.5,64.290443611,55.63798,1797:1,50329,65.685164213,5392,50.853115727,100.0,2023,,,0.0,51.0,48.5,0.0,,0.1283,0.1937,0.0866,0.57,Moderate Vulnerability,0.85,Very High Concern,1797.0,1.0,small,very rural,23.690508852090353,1.0,6.019602497975,1.0,1533.4742547425474,1.0,1524.2433492881187,0.033459224226773894,99.5,0.0007789306768447588,127739.22373047119,3.3459224226773894,0.07789306768447588
