county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Other Primary Care Provider Ratio (str),Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,mmr_dose_variance,mmr_doses_0_24_months,mmr_doses_2_8_years,mmr_doses_9_17_years,live_births,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator
La Salle,10.849056604,,,29.0,32.3,,169,11.59917639,1060,14.1,,194.90255,513:1,40549,78.260869565,6670,40.539730135,46.354923032,2023,,,0.0,45.5,63.0,2.5,,0.107,0.1724,0.0705,0.82,Very High Vulnerability,0.97,Very High Concern,513,1
Lamar,8.4627159414,20.0,40.07614,50.0,25.2,7.0609002648,1610,13.386546936,9020,18.1,45.626298291,139.72614000000002,716:1,50787,60.81048581,50098,51.45514791,47.082923302,2023,,,0.0,498.0,629.0,22.5,,0.1283,0.1937,0.0866,0.84,Very High Vulnerability,0.94,Very High Concern,716,1
Lamb,8.5894405043,4.0,31.471279999999997,32.0,26.3,,547,15.522133939,1980,15.2,30.81841909,62.02512,1612:1,48981,69.924541861,12898,49.9612343,57.687629677,2023,,,0.0,139.5,159.5,12.5,,0.1143,0.1758,0.0766,0.9,Very High Vulnerability,0.99,Very High Concern,1612,1
Lampasas,6.0264900662,9.0,41.30525,24.0,19.4,,599,12.269561655,3020,14.3,27.811875028,44.93978,2225:1,64401,53.117408907,22252,50.319072443,68.267520455,2023,,,0.0,89.5,92.0,10.0,,0.1264,0.1929,0.0847,0.54,Moderate Vulnerability,0.88,Very High Concern,2225,1
Lavaca,7.1911493546,14.0,69.25208,47.0,15.9,,591,12.046473706,2480,12.4,37.637176067,77.88162,1284:1,54421,37.42280774,20544,50.910241433,81.316513523,2023,,,0.0,175.0,239.0,15.0,,0.1134,0.1709,0.0762,0.69,High Vulnerability,0.91,Very High Concern,1284,1
Lee,7.1917808219,4.0,22.99247,51.0,18.1,,477,13.047045952,2050,12.0,44.747323779,22.59121,4427:1,59469,62.434675684,17706,49.107647125,69.720683843,2023,,,0.0,190.0,171.0,7.5,,0.124,0.188,0.0827,0.68,High Vulnerability,0.88,Very High Concern,4427,1
Leon,7.3342736248,,,43.0,23.8,,708,17.633872976,3010,17.4,41.965456189,31.330280000000002,3192:1,51582,58.362760835,15959,49.909142177,100.0,2023,,,0.0,114.5,154.0,12.5,,0.1225,0.1864,0.0827,0.62,High Vulnerability,0.92,Very High Concern,3192,1
Liberty,8.5500490677,19.0,20.754369999999998,39.0,22.0,6.8758594824,3306,12.773849542,14420,16.7,38.264390733,40.97479,2441:1,57174,77.039155735,97621,50.224849162,63.227264915,2023,,,0.0,1218.0,1397.0,119.5,,0.1377,0.2028,0.0929,0.94,Very High Vulnerability,0.97,Very High Concern,2441,1
Limestone,10.221550856,9.0,38.56041,41.0,24.5,,651,12.799842705,3860,16.5,29.147404479,63.294000000000004,1580:1,50381,74.421768707,22119,48.225507482,53.617858365,2023,,,0.0,199.0,245.0,15.0,,0.1248,0.188,0.085,0.95,Very High Vulnerability,0.98,Very High Concern,1580,1
Lipscomb,5.3691275168,,,38.0,19.0,,224,27.757125155,430,13.0,,34.118050000000004,2931:1,64249,67.213114754,2931,48.515864893,100.0,2023,,,0.0,25.0,22.0,2.5,,0.1241,0.1883,0.0824,0.46,Moderate Vulnerability,0.87,Very High Concern,2931,1
Live Oak,7.2589382449,1.0,8.11425,36.0,25.0,,413,16.202432326,2070,17.0,,43.94832,2275:1,52910,63.069245165,11377,44.721807155,100.0,2023,,,0.0,48.0,80.0,12.5,,0.1146,0.1867,0.0742,0.69,High Vulnerability,0.95,Very High Concern,2275,1
Llano,8.0576759966,15.0,68.31223,42.0,23.1,,489,14.399293286,3150,14.7,68.222322912,54.60005,1832:1,61037,63.660762211,21978,51.305851306,45.179006269,2023,,,0.0,140.0,179.5,16.0,,0.1264,0.1929,0.0847,0.47,Moderate Vulnerability,0.76,High Concern,1832,1
Loving,,0.0,0.0,,8.7,,15,24.193548387,30,24.3,,0.0,57:0,100917,,57,24.561403509,100.0,2023,,,0.0,5.0,5.0,0.0,,0.1166,0.1765,0.0789,0.76,High Vulnerability,0.83,Very High Concern,57,0
Lubbock,8.5707294907,258.0,81.96409,49.0,17.6,5.0146259925,6894,9.0741569484,45900,14.9,50.933616777,169.81978,589:1,57270,60.029784649,314451,50.614563159,11.335540166,2023,,,0.0,3448.0,3912.0,134.5,,0.109,0.1714,0.0711,0.75,High Vulnerability,0.74,High Concern,589,1
Lynn,9.7276264591,5.0,82.98755,37.0,23.2,,250,14.95215311,910,15.4,,52.742619999999995,1896:1,50374,51.526479751,5688,47.55625879,56.720202874,2023,,,0.0,65.0,77.5,5.0,,0.1143,0.1758,0.0766,0.89,Very High Vulnerability,0.99,Very High Concern,1896,1
Madison,8.0589254766,2.0,13.8629,42.0,23.4,,372,11.907810499,1950,13.6,50.343784446,29.15877,3430:1,48251,72.359290671,13718,42.484327161,67.403395785,2023,,,0.0,120.0,156.5,22.5,,0.1225,0.1864,0.0827,0.84,Very High Vulnerability,0.96,Very High Concern,3430,1
Marion,9.0177133655,,,35.0,34.3,,209,11.508810573,1800,18.1,51.705579386,31.1042,3215:1,43178,75.224123879,9645,51.487817522,100.0,2023,,,0.0,53.5,45.5,7.5,,0.1276,0.1901,0.0861,0.69,High Vulnerability,0.97,Very High Concern,3215,1
Martin,7.6452599388,1.0,17.19395,25.0,20.1,,396,20.700470465,660,11.7,,76.7607,1303:1,69505,48.59375,5211,49.664171944,100.0,2023,,,0.0,39.0,45.0,5.0,,0.1235,0.1873,0.0822,0.42,Moderate Vulnerability,0.89,Very High Concern,1303,1
Mason,,,,45.0,20.8,,210,23.153252481,520,12.2,,76.0842,1314:1,56690,47.346368715,3943,49.277200101,100.0,2023,,,0.0,30.0,29.5,7.5,,0.1235,0.1873,0.0822,0.36,Low Vulnerability,0.81,Very High Concern,1314,1
Matagorda,8.5547290117,14.0,38.12117,42.0,31.7,,1313,13.637307852,6400,17.4,61.405185157,77.0416,1298:1,50054,72.004591764,36344,49.72485142,36.417633916,2023,,,0.0,388.0,501.0,29.5,,0.1114,0.1704,0.0738,0.91,Very High Vulnerability,0.94,Very High Concern,1298,1
Maverick,8.3267352864,13.0,22.26866,27.0,28.0,6.915813273,2663,14.710269016,11660,20.1,84.828082438,48.2293,2073:1,41815,83.333333333,58056,49.671007303,9.2557779498,2023,,,0.0,837.0,1029.0,106.5,,0.107,0.1724,0.0705,0.97,Very High Vulnerability,1.0,Very High Concern,2073,1
McCulloch,7.5471698113,5.0,63.9141,31.0,29.0,,241,14.068884997,1320,16.6,,66.37462,1507:1,43525,66.381987578,7533,49.67476437,35.325365206,2023,,,0.0,65.5,96.0,2.5,,0.1235,0.1873,0.0822,0.74,High Vulnerability,0.93,Very High Concern,1507,1
McLennan,8.5205170034,201.0,77.38806,52.0,18.2,6.2644246621,6490,10.181350402,39140,15.4,45.938165251,91.59493,1092:1,58524,63.36644519,263115,51.0153355,23.351893949,2023,,,0.0,2534.0,3163.0,161.0,,0.1128,0.178,0.0742,0.84,Very High Vulnerability,0.88,Very High Concern,1092,1
McMullen,,0.0,0.0,26.0,17.6,,28,17.610062893,70,9.3,,164.47368,608:1,63120,24.719101124,608,47.203947368,100.0,2023,,,0.0,10.0,10.0,0.0,,0.1146,0.1867,0.0742,0.76,High Vulnerability,0.83,Very High Concern,608,1
Medina,8.2891566265,13.0,24.829060000000002,39.0,19.6,5.9701492537,1382,11.123631681,6180,12.2,71.187362681,21.161579999999997,4726:1,62907,55.025613849,51981,47.871337604,61.555014563,2023,,,0.0,331.0,421.0,25.0,,0.1146,0.174,0.0756,0.67,High Vulnerability,0.95,Very High Concern,4726,1
Menard,8.064516129,1.0,47.08098,27.0,32.9,,87,21.914357683,350,16.8,,0.0,1982:0,41507,59.856630824,1982,49.293642785,100.0,2023,,,0.0,21.0,25.0,0.0,,0.1235,0.1873,0.0822,0.59,Moderate Vulnerability,0.97,Very High Concern,1982,0
Midland,8.2581337496,65.0,36.54498,45.0,12.9,5.3123462863,7658,14.274796354,20680,12.1,45.894263297,122.64168,815:1,84837,49.156146179,167969,49.195982592,12.291776258,2023,,,0.0,2332.0,2500.0,191.5,,0.1034,0.1564,0.067,0.47,Moderate Vulnerability,0.72,High Concern,815,1
Milam,6.8126520681,2.0,8.09454,46.0,22.7,,783,13.530326594,3850,15.5,20.180449818,79.66223,1255:1,53320,65.912689437,25106,50.159324464,56.182089914,2023,,,0.0,217.0,305.0,15.0,,0.1225,0.1864,0.0827,0.76,High Vulnerability,0.95,Very High Concern,1255,1
Mills,8.2706766917,1.0,20.66116,20.0,22.5,,177,18.1724846,650,13.4,,66.96429,1493:1,54948,53.105196451,4480,48.794642857,100.0,2023,,,0.0,28.5,34.0,2.5,,0.1264,0.1929,0.0847,0.77,High Vulnerability,0.95,Very High Concern,1493,1
Mitchell,9.8283931357,4.0,48.76859,31.0,25.3,,242,13.109425785,1100,13.3,,44.10143,2268:1,44476,52.714398112,9070,40.551267916,36.74359247,2023,,,0.0,54.5,59.5,0.0,,0.1278,0.1901,0.086,0.62,High Vulnerability,0.97,Very High Concern,2268,1
Montague,7.9867986799,6.0,30.05711,37.0,21.2,,694,15.011897037,3210,16.4,,24.499,4082:1,54988,53.805620609,20409,50.120045078,58.943151275,2023,,,0.0,154.0,215.0,17.5,,0.1293,0.1898,0.087,0.58,Moderate Vulnerability,0.93,Very High Concern,4082,1
Montgomery,7.2579221034,372.0,59.391619999999996,52.0,14.7,5.0126287158,19075,11.179683745,73560,12.5,48.30654019,81.37023,1229:1,87831,45.124496474,648886,50.305754786,22.725597153,2023,,,0.0,6546.0,7111.0,355.0,,0.1086,0.1585,0.0725,0.39,Low Vulnerability,0.67,High Concern,1229,1
Moore,7.411310151,8.0,38.73342,40.0,15.6,,1498,22.492492492,2180,10.3,43.918762241,28.41178,3520:1,61833,61.268641042,21118,47.651292736,16.814280497,2023,,,0.0,304.0,486.0,121.0,,0.1241,0.1883,0.0824,0.7,High Vulnerability,0.88,Very High Concern,3520,1
Morris,9.6993210475,3.0,24.20721,43.0,29.3,,328,11.577832686,2340,18.9,17.221640045,49.875310000000006,2005:1,44957,80.604796663,12030,51.729010806,78.421215401,2023,,,0.0,103.0,123.5,12.5,,0.1283,0.1937,0.0866,0.73,High Vulnerability,0.97,Very High Concern,2005,1
Motley,,0.0,0.0,35.0,29.9,,34,13.991769547,180,13.3,,93.72071000000001,1067:1,47835,70.05988024,1067,48.828491097,100.0,2023,,,0.0,17.5,10.0,0.0,,0.1143,0.1758,0.0766,0.7,High Vulnerability,0.87,Very High Concern,1067,1
Nacogdoches,8.1241283124,46.0,71.03918,52.0,25.7,3.7787701821,1907,12.706556503,12130,18.6,45.035971127,108.24519,924:1,46970,70.233170365,64668,51.946867075,46.460231852,2023,,,0.0,516.0,628.0,50.5,,0.125,0.1935,0.0836,0.98,Very High Vulnerability,0.9,Very High Concern,924,1
Navarro,8.2534389329,17.0,33.53454,49.0,22.3,6.4462466209,1811,13.279073178,7600,15.4,30.745982397,52.24757999999999,1914:1,51015,67.12195122,53591,50.577522345,52.657379281,2023,,,0.0,521.0,566.0,20.0,,0.1248,0.188,0.085,0.97,Very High Vulnerability,0.95,Very High Concern,1914,1
Newton,9.1814159292,,,34.0,27.3,,317,12.220508867,2860,20.8,36.487988626,16.33853,6121:1,44030,71.331828442,12241,47.929090761,100.0,2023,,,0.0,53.0,78.0,0.0,,0.1428,0.2169,0.0983,0.72,High Vulnerability,0.96,Very High Concern,6121,1
Nolan,8.0,6.0,40.44489,35.0,25.0,,478,12.294238683,2320,15.6,54.784256086,89.0594,1123:1,44342,61.619047619,14597,49.3526067,32.656414301,2023,,,0.0,148.0,167.0,2.5,,0.1278,0.1901,0.086,0.89,Very High Vulnerability,0.96,Very High Concern,1123,1
Nueces,8.7519372778,299.0,82.33558,47.0,24.9,5.1223676722,7447,8.2434855764,55000,15.2,44.515363198,126.88378999999999,788:1,59337,66.344249307,353079,50.334344438,6.447241956,2023,,,0.0,3099.0,3972.0,1421.0,,0.1011,0.1589,0.0646,0.84,Very High Vulnerability,0.89,Very High Concern,788,1
Ochiltree,6.9026548673,4.0,41.67535,37.0,16.8,,736,23.997391588,1270,12.8,,61.33715,1630:1,60914,52.27379278,9782,49.611531384,13.90981121,2023,,,0.0,53.5,62.0,17.5,,0.1241,0.1883,0.0824,0.58,Moderate Vulnerability,0.9,Very High Concern,1630,1
Oldham,,,,43.0,30.6,,33,12.643678161,260,12.2,,0.0,1717:0,62868,39.380530973,1717,47.233546884,100.0,2023,,,0.0,17.5,22.5,0.0,,0.1241,0.1883,0.0824,0.43,Moderate Vulnerability,0.72,High Concern,1717,0
Orange,9.4438749359,14.0,16.8923,45.0,18.6,7.4674906656,2094,9.8070438366,14220,17.0,75.047685948,40.12178,2492:1,65908,54.424511187,84742,50.351655614,35.171132862,2023,,,0.0,828.0,1081.0,56.0,,0.1338,0.1949,0.0899,0.58,Moderate Vulnerability,0.86,Very High Concern,2492,1
Palo Pinto,7.5533661741,12.0,40.92769,48.0,22.3,,828,12.034883721,4580,15.9,64.313991082,59.26236,1687:1,57580,73.354883399,28686,50.780868716,50.215218242,2023,,,0.0,260.0,264.0,15.0,,0.1134,0.1689,0.0762,0.88,Very High Vulnerability,0.93,Very High Concern,1687,1
Panola,9.3312597201,6.0,25.87657,37.0,19.3,,745,13.684790595,3720,16.0,18.741245383,52.92172,1890:1,54244,52.213305721,22675,50.116868798,72.718103883,2023,,,0.0,182.0,220.5,20.0,,0.1282,0.1918,0.0871,0.7,High Vulnerability,0.92,Very High Concern,1890,1
Parker,6.5535564464,60.0,40.48638,49.0,9.5,5.048099819,4616,12.017077996,16790,12.1,60.026562206,56.13534000000001,1781:1,85613,32.795346551,156764,49.901125258,56.084565584,2023,,,0.0,1485.0,1739.0,44.5,,0.1198,0.1716,0.0811,0.26,Low Vulnerability,0.68,High Concern,1781,1
Parmer,7.8307830783,1.0,10.501999999999999,34.0,22.9,,567,21.09375,1020,10.6,,81.52450999999999,1227:1,56632,67.311072056,9813,48.058697646,60.015580874,2023,,,0.0,110.5,169.0,31.5,,0.1241,0.1883,0.0824,0.76,High Vulnerability,0.97,Very High Concern,1227,1
Pecos,9.009009009,8.0,50.897059999999996,20.0,28.9,,730,18.415741675,2150,13.7,,85.99021,1163:1,49291,64.439058172,15118,42.763593068,39.77558522,2023,,,0.0,141.0,208.0,22.0,,0.1166,0.1765,0.0789,0.82,Very High Vulnerability,0.98,Very High Concern,1163,1
Polk,7.9787234043,27.0,50.9482,48.0,24.7,6.408470326,1476,13.65907829,9150,18.2,47.025053732,55.877759999999995,1790:1,50827,66.002675784,51899,46.050983641,77.638561645,2023,,,0.0,316.0,416.0,20.0,,0.1365,0.206,0.093,0.91,Very High Vulnerability,0.97,Very High Concern,1790,1
Potter,9.6440596441,100.0,86.20392,51.0,28.3,7.3083501788,3426,10.884137624,19010,16.1,56.389120499,244.53653999999997,409:1,45904,70.701435738,116547,48.355599029,8.9962254177,2023,,,0.0,1158.0,1524.0,188.0,,0.1281,0.2007,0.0864,0.92,Very High Vulnerability,0.87,Very High Concern,409,1
Presidio,8.322324967,3.0,46.09711,18.0,35.0,,434,24.259362772,1950,28.7,,32.57329,3070:1,39791,94.674556213,6140,48.794788274,40.470708621,2023,,,0.0,61.5,93.5,31.0,,0.1166,0.1765,0.0789,1.0,Very High Vulnerability,0.99,Very High Concern,3070,1
Rains,7.3202614379,1.0,7.96686,41.0,20.2,,373,14.513618677,1790,14.9,43.25465018,23.98273,4170:1,57294,61.966062025,12509,49.836117995,93.228880337,2023,,,0.0,79.5,102.0,10.0,,0.1285,0.1874,0.0874,0.4,Moderate Vulnerability,0.89,Very High Concern,4170,1
Randall,7.9570268146,88.0,62.90252,51.0,10.8,5.8808267751,2960,8.4390591589,16120,11.9,49.911101825,69.51492,1439:1,72082,41.689089489,143854,50.600608951,14.375647132,2023,,,0.0,1308.0,1431.0,49.0,,0.1021,0.1521,0.0667,0.22,Low Vulnerability,0.6,High Concern,1439,1
Reagan,8.7058823529,1.0,26.089229999999997,24.0,18.0,,257,22.041166381,450,12.0,,92.22256,1084:1,65162,66.666666667,3253,46.326467876,13.305613306,2023,,,0.0,31.0,46.5,10.0,,0.1235,0.1873,0.0822,0.48,Moderate Vulnerability,0.94,Very High Concern,1084,1
Real,6.5843621399,2.0,58.63383,35.0,29.7,,100,16.920473773,730,21.3,,106.15710999999999,942:1,46907,65.425531915,2826,48.973814579,100.0,2023,,,0.0,17.5,27.5,5.0,,0.107,0.1724,0.0705,0.72,High Vulnerability,0.93,Very High Concern,942,1
Red River,8.4826762246,2.0,16.67361,47.0,28.2,,245,10.488013699,2070,17.1,53.328380403,51.92556999999999,1926:1,46134,71.558704453,11555,51.267849416,75.730948678,2023,,,0.0,111.5,119.0,25.0,,0.1283,0.1937,0.0866,0.56,Moderate Vulnerability,0.99,Very High Concern,1926,1
Reeves,7.9521463758,5.0,31.34993,33.0,26.3,,495,13.506139154,1850,11.9,53.607494754,48.31918,2070:1,46275,66.129032258,14487,39.131635259,14.496118407,2023,,,0.0,156.0,260.0,1428.5,,0.1166,0.1765,0.0789,0.78,High Vulnerability,0.98,Very High Concern,2070,1
Refugio,8.4837545126,1.0,14.54122,31.0,28.3,,183,11.656050955,1110,15.8,49.839105961,74.00829,1351:1,46695,62.870890136,6756,50.651272943,60.679940404,2023,,,0.0,49.5,54.0,0.0,,0.1183,0.18,0.0772,0.94,Very High Vulnerability,0.99,Very High Concern,1351,1
Roberts,,0.0,0.0,50.0,9.1,,30,15.075376884,100,12.8,,125.47051,797:1,73224,36.41025641,797,50.313676286,100.0,2023,,,0.0,7.5,15.0,0.0,,0.1241,0.1883,0.0824,0.09,Very Low Vulnerability,0.67,High Concern,797,1
Robertson,8.5657370518,1.0,5.829199999999999,46.0,24.9,,510,12.617516081,2440,14.3,49.121868758,47.17537,2120:1,50816,61.640866873,16958,50.707630617,73.853928528,2023,,,0.0,152.0,227.0,23.5,,0.1225,0.1864,0.0827,0.75,High Vulnerability,0.93,Very High Concern,2120,1
Rockwall,7.7597840756,78.0,70.98136,54.0,6.9,3.4857219466,2959,9.4691030113,8920,8.8,45.663801956,97.95413,1021:1,120696,26.775269493,116381,50.153375551,16.035845131,2023,,,0.0,1093.0,1332.0,62.0,,0.1122,0.1653,0.0743,0.11,Very Low Vulnerability,0.51,Moderate Concern,1021,1
Runnels,7.6523994812,7.0,67.30122,42.0,23.1,,380,15.079365079,1420,13.8,33.30775087,110.63059,904:1,48190,58.574277168,9943,48.677461531,40.758023045,2023,,,0.0,87.5,151.0,0.0,,0.1278,0.1901,0.086,0.54,Moderate Vulnerability,0.92,Very High Concern,904,1
Rusk,7.6757532281,11.0,20.24888,47.0,23.8,5.0810549238,1582,13.087359365,7310,13.5,25.081078958,47.399649999999994,2110:1,53186,65.445321308,52743,46.324630757,65.872867054,2023,,,0.0,422.0,554.0,35.5,,0.1282,0.1918,0.0871,0.8,High Vulnerability,0.94,Very High Concern,2110,1
Sabine,8.2517482517,2.0,19.03493,40.0,27.6,,256,13.319458897,2180,20.8,22.881532285,139.45612,717:1,46233,58.810572687,10039,49.825679849,100.0,2023,,,0.0,47.5,67.0,2.5,,0.1428,0.2169,0.0983,0.53,Moderate Vulnerability,0.93,Very High Concern,717,1
San Augustine,9.2127303183,2.0,24.2483,49.0,32.0,,192,11.800860479,1900,23.0,55.685187775,50.4923,1981:1,43335,85.163776493,7922,50.366069174,100.0,2023,,,0.0,45.0,63.0,5.0,,0.1428,0.2169,0.0983,0.89,Very High Vulnerability,0.98,Very High Concern,1981,1
San Jacinto,9.2156862745,2.0,6.82571,44.0,27.7,,909,14.382911392,4710,16.5,25.637641304,10.76117,9293:1,52302,64.828183656,27878,49.6592295,100.0,2023,,,0.0,205.0,251.0,17.5,,0.1365,0.206,0.093,0.69,High Vulnerability,0.89,Very High Concern,9293,1
San Patricio,8.8519233625,18.0,26.838030000000003,44.0,24.1,4.7754066557,2090,11.616919571,10840,16.2,42.271461259,70.3023,1422:1,58227,68.104943625,69699,49.214479404,19.650021604,2023,,,0.0,696.0,844.0,41.0,,0.1183,0.18,0.0772,0.83,Very High Vulnerability,0.97,Very High Concern,1422,1
San Saba,5.5944055944,2.0,33.11807,28.0,27.3,,206,17.038875103,860,14.3,,68.64596,1457:1,45437,71.23015873,5827,45.769692809,49.355733159,2023,,,0.0,27.5,52.0,15.0,,0.1264,0.1929,0.0847,0.73,High Vulnerability,0.97,Very High Concern,1457,1
Schleicher,6.8783068783,,,32.0,21.6,,163,24.148148148,390,13.6,,41.16921,2429:1,52408,70.057581574,2429,49.567723343,100.0,2023,,,0.0,22.5,27.0,5.0,,0.1235,0.1873,0.0822,0.59,Moderate Vulnerability,0.96,Very High Concern,2429,1
Scurry,8.5855466337,11.0,66.01849,38.0,20.7,,637,14.800185874,2390,14.1,49.618320611,41.60723,2403:1,49727,60.482846252,16824,45.441036614,31.700254122,2023,,,0.0,173.0,238.0,20.0,,0.1278,0.1901,0.086,0.7,High Vulnerability,0.95,Very High Concern,2403,1
Shackelford,6.22406639,,,42.0,18.8,,136,17.280813215,470,14.2,,93.39975,1071:1,61351,51.690821256,3212,50.311332503,100.0,2023,,,0.0,31.0,43.0,2.5,,0.1278,0.1901,0.086,0.69,High Vulnerability,0.72,High Concern,1071,1
Shelby,8.1940481044,5.0,20.06823,43.0,29.2,,1032,15.992561599,4500,17.8,30.449629758,104.43209999999999,958:1,43244,72.362787077,23939,50.043861481,79.432568375,2023,,,0.0,193.0,267.0,28.5,,0.1428,0.2169,0.0983,0.95,Very High Vulnerability,0.99,Very High Concern,958,1
Sherman,5.4054054054,,,39.0,17.2,,274,32.696897375,350,11.7,,35.73981,2798:1,62557,60.0,2798,47.784131523,100.0,2023,,,0.0,25.0,25.0,2.5,,0.1241,0.1883,0.0824,0.46,Moderate Vulnerability,0.87,Very High Concern,2798,1
Smith,7.7431539188,236.0,100.08227,53.0,17.8,7.6468380559,6716,11.541501976,32930,14.3,41.227750129,166.11435999999998,602:1,62903,64.873837981,237186,51.508942349,31.60780873,2023,,,0.0,2194.0,2642.0,211.0,,0.116,0.1766,0.0768,0.75,High Vulnerability,0.67,High Concern,602,1
Somervell,6.5953654189,6.0,65.6527,52.0,15.0,,285,13.701923077,1350,15.1,,105.60776999999999,947:1,68280,45.535714286,9469,50.290421375,100.0,2023,,,0.0,54.0,64.5,7.5,,0.1134,0.1689,0.0762,0.56,Moderate Vulnerability,0.71,High Concern,947,1
Starr,8.9909973109,16.0,24.89652,36.0,40.6,3.4005894355,2921,14.035846427,15100,23.6,,71.15929,1405:1,33535,90.943331621,66049,50.862238641,23.705878494,2023,,,0.0,864.0,1059.0,67.5,,0.1146,0.1867,0.0742,0.98,Very High Vulnerability,1.0,Very High Concern,1405,1
Stephens,8.4269662921,3.0,32.14056,38.0,27.4,,302,14.56123433,1590,17.0,47.617133824,87.21247,1147:1,46064,63.05278174,9173,46.898506486,39.366562825,2023,,,0.0,64.0,96.0,12.5,,0.1278,0.1901,0.086,0.88,Very High Vulnerability,0.86,Very High Concern,1147,1
Sterling,,0.0,0.0,59.0,16.1,,78,19.897959184,100,7.6,,72.4113,1381:1,69212,39.50617284,1381,49.529326575,100.0,2023,,,0.0,22.5,25.0,0.0,,0.1235,0.1873,0.0822,0.41,Moderate Vulnerability,0.8,Very High Concern,1381,1
Stonewall,,1.0,74.18398,11.0,22.7,,65,20.440251572,180,12.5,,493.01561000000004,203:1,49813,57.276995305,1217,49.71240756,100.0,2023,,,0.0,12.5,20.0,2.5,,0.1278,0.1901,0.086,0.32,Low Vulnerability,0.79,High Concern,203,1
Sutton,6.8862275449,4.0,107.0091,25.0,20.9,,175,19.12568306,520,13.6,,120.51823,830:1,59905,55.793991416,3319,49.291955408,18.798449612,2023,,,0.0,30.0,34.5,5.0,,0.1235,0.1873,0.0822,0.6,High Vulnerability,0.94,Very High Concern,830,1
Swisher,9.3959731544,1.0,13.62398,28.0,29.4,,298,16.817155756,1300,17.6,25.487165234,42.80822,2336:1,45509,72.860962567,7008,46.104452055,37.573211103,2023,,,0.0,53.5,74.0,0.0,,0.1241,0.1883,0.0824,0.97,Very High Vulnerability,1.0,Very High Concern,2336,1
Tarrant,8.439296245,1244.0,58.586749999999995,51.0,15.3,6.1974459625,69407,12.282250929,272440,13.1,48.418934656,103.31642,968:1,71399,58.57084249,2126477,50.896858983,1.2882013273,2023,,,0.0,19687.0,25167.0,3408.0,,0.1069,0.1641,0.0701,0.55,Moderate Vulnerability,0.73,High Concern,968,1
Taylor,9.1125586608,99.0,71.12069,46.0,20.6,5.1831617287,2951,8.3592997564,20460,14.9,38.960543609,180.00921,556:1,53820,54.881012234,143326,51.08912549,16.033488966,2023,,,0.0,1560.0,1947.0,196.0,,0.1178,0.1846,0.0776,0.69,High Vulnerability,0.78,High Concern,556,1
Terrell,,0.0,0.0,11.0,21.4,,27,20.454545455,80,9.1,,138.12155,724:1,44343,57.024793388,724,49.171270718,100.0,2023,,,0.0,7.5,7.5,0.0,,0.1166,0.1765,0.0789,0.47,Moderate Vulnerability,0.91,Very High Concern,724,1
Terry,9.4296577947,5.0,41.04079,41.0,31.0,,553,16.581709145,2140,17.2,36.647524804,34.030969999999996,2939:1,42225,80.792261631,11754,46.29913221,24.669986562,2023,,,0.0,114.0,155.5,17.5,,0.1143,0.1758,0.0766,0.99,Very High Vulnerability,0.99,Very High Concern,2939,1
Throckmorton,,1.0,67.2495,20.0,24.4,,57,17.647058824,280,18.4,,66.88963,1495:1,46253,50.49833887,1495,50.969899666,100.0,2023,,,0.0,22.5,25.0,2.5,,0.1278,0.1901,0.086,0.27,Low Vulnerability,0.85,Very High Concern,1495,1
Titus,6.8019093079,12.0,36.44536,38.0,20.6,,1486,15.671799198,4680,14.3,30.298536395,128.27502,780:1,49513,70.286123033,31183,50.768046692,50.556689553,2023,,,0.0,373.0,464.0,40.0,,0.1283,0.1937,0.0866,0.89,Very High Vulnerability,0.92,Very High Concern,780,1
Tom Green,8.3862770013,84.0,69.99417,52.0,16.5,5.228398459,3312,11.286804798,15990,13.5,40.663404541,112.21746999999999,891:1,60750,51.60510692,119411,49.969433302,15.64087676,2023,,,0.0,1213.0,1387.0,41.5,,0.1078,0.1675,0.0704,0.66,High Vulnerability,0.89,Very High Concern,891,1
